Store,Period,Forecast Type,Predicted Sales,Actual Sales,Important Positive Factors,Important Negative Factors,Business Message
324,2015-07-01,Monthly,146368.59,137226.0,"number of open days, promotion activity, time progression","StoreType_b, Promo2SinceYear, recent 3-period demand volatility","Monthly demand forecast: 146,369 sales units. Main factors increasing the forecast: number of open days, promotion activity, time progression. Main factors reducing the forecast: StoreType_b, Promo2SinceYear, recent 3-period demand volatility. Recommendation: maintain standard inventory levels; monitor demand changes."
325,2015-05-01,Monthly,160019.19,148010.0,"time progression, recent 3-period weighted trend, Assortment_a","long-term promotion participation, StoreType_b, CompetitionOpenKnown","Monthly demand forecast: 160,019 sales units. Main factors increasing the forecast: time progression, recent 3-period weighted trend, Assortment_a. Main factors reducing the forecast: long-term promotion participation, StoreType_b, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
325,2015-06-01,Monthly,156527.36,162037.0,"time progression, Assortment_a, month-start timing","CompetitionOpenKnown, StoreType_b, recent 3-period average demand","Monthly demand forecast: 156,527 sales units. Main factors increasing the forecast: time progression, Assortment_a, month-start timing. Main factors reducing the forecast: CompetitionOpenKnown, StoreType_b, recent 3-period average demand. Recommendation: maintain standard inventory levels; monitor demand changes."
325,2015-07-01,Monthly,162942.69,162212.0,"number of open days, promotion activity, Assortment_a","StoreType_b, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 162,943 sales units. Main factors increasing the forecast: number of open days, promotion activity, Assortment_a. Main factors reducing the forecast: StoreType_b, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
326,2015-05-01,Monthly,137456.69,132630.0,"time progression, school holiday period, competition proximity","long-term promotion participation, CompetitionOpenKnown, quarter of year","Monthly demand forecast: 137,457 sales units. Main factors increasing the forecast: time progression, school holiday period, competition proximity. Main factors reducing the forecast: long-term promotion participation, CompetitionOpenKnown, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
326,2015-06-01,Monthly,138668.45,143347.0,"time progression, school holiday period, competition proximity","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 138,668 sales units. Main factors increasing the forecast: time progression, school holiday period, competition proximity. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
326,2015-07-01,Monthly,146987.06,153128.0,"number of open days, promotion activity, school holiday period","long-term promotion participation, weekend days, CompetitionOpenKnown","Monthly demand forecast: 146,987 sales units. Main factors increasing the forecast: number of open days, promotion activity, school holiday period. Main factors reducing the forecast: long-term promotion participation, weekend days, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
327,2015-05-01,Monthly,204121.06,187749.0,"recent 6-period weighted trend, recent 3-period weighted trend, recent 6-period average demand","CompetitionOpenKnown, StoreType_c, PromoInterval_none","Monthly demand forecast: 204,121 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, recent 6-period average demand. Main factors reducing the forecast: CompetitionOpenKnown, StoreType_c, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
327,2015-06-01,Monthly,199598.27,207787.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","StoreType_b, PromoInterval_none, CompetitionOpenKnown","Monthly demand forecast: 199,598 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: StoreType_b, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
327,2015-07-01,Monthly,216696.92,211513.0,"same period last year, recent 6-period weighted trend, recent 3-period weighted trend","Store, PromoInterval_none, CompetitionOpenKnown","Monthly demand forecast: 216,697 sales units. Main factors increasing the forecast: same period last year, recent 6-period weighted trend, recent 3-period weighted trend. Main factors reducing the forecast: Store, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
328,2015-05-01,Monthly,111484.01,105467.0,"time progression, CompetitionOpenSinceYear, recent 6-period demand volatility","StoreType_b, PromoInterval_none, Store","Monthly demand forecast: 111,484 sales units. Main factors increasing the forecast: time progression, CompetitionOpenSinceYear, recent 6-period demand volatility. Main factors reducing the forecast: StoreType_b, PromoInterval_none, Store. Recommendation: maintain standard inventory levels; monitor demand changes."
328,2015-06-01,Monthly,111433.45,116199.0,"time progression, school holiday period, promotion activity","CompetitionOpenKnown, PromoInterval_none, StoreType_b","Monthly demand forecast: 111,433 sales units. Main factors increasing the forecast: time progression, school holiday period, promotion activity. Main factors reducing the forecast: CompetitionOpenKnown, PromoInterval_none, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
328,2015-07-01,Monthly,113386.04,117667.0,"number of open days, promotion activity, CompetitionOpenSinceYear","Store, PromoInterval_none, CompetitionOpenKnown","Monthly demand forecast: 113,386 sales units. Main factors increasing the forecast: number of open days, promotion activity, CompetitionOpenSinceYear. Main factors reducing the forecast: Store, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
329,2015-05-01,Monthly,178161.11,166279.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","StoreType_b, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 178,161 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: StoreType_b, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
329,2015-06-01,Monthly,176230.33,187205.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","long-term promotion participation, StoreType_b, CompetitionOpenKnown","Monthly demand forecast: 176,230 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: long-term promotion participation, StoreType_b, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
329,2015-07-01,Monthly,182452.2,178305.0,"recent 3-period weighted trend, recent 6-period weighted trend, number of open days","state holiday period, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 182,452 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, number of open days. Main factors reducing the forecast: state holiday period, long-term promotion participation, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
330,2015-05-01,Monthly,108623.27,101122.0,"time progression, Assortment_a, CompetitionOpenSinceYear","StoreType_c, long-term promotion participation, StoreType_b","Monthly demand forecast: 108,623 sales units. Main factors increasing the forecast: time progression, Assortment_a, CompetitionOpenSinceYear. Main factors reducing the forecast: StoreType_c, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
330,2015-06-01,Monthly,108105.38,106560.0,"time progression, Assortment_a, CompetitionOpenSinceYear","StoreType_c, long-term promotion participation, StoreType_b","Monthly demand forecast: 108,105 sales units. Main factors increasing the forecast: time progression, Assortment_a, CompetitionOpenSinceYear. Main factors reducing the forecast: StoreType_c, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
330,2015-07-01,Monthly,112275.58,104813.0,"number of open days, promotion activity, Assortment_a","StoreType_b, long-term promotion participation, quarter of year","Monthly demand forecast: 112,276 sales units. Main factors increasing the forecast: number of open days, promotion activity, Assortment_a. Main factors reducing the forecast: StoreType_b, long-term promotion participation, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
331,2015-05-01,Monthly,146304.42,134644.0,"time progression, Assortment_a, school holiday period","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b","Monthly demand forecast: 146,304 sales units. Main factors increasing the forecast: time progression, Assortment_a, school holiday period. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
331,2015-06-01,Monthly,143370.47,145522.0,"time progression, school holiday period, Assortment_a","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b","Monthly demand forecast: 143,370 sales units. Main factors increasing the forecast: time progression, school holiday period, Assortment_a. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
331,2015-07-01,Monthly,151712.36,153039.0,"number of open days, promotion activity, Assortment_a","StoreType_c, PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation","Monthly demand forecast: 151,712 sales units. Main factors increasing the forecast: number of open days, promotion activity, Assortment_a. Main factors reducing the forecast: StoreType_c, PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
332,2015-05-01,Monthly,94124.5,85998.0,"time progression, school holiday period, recent 3-period demand volatility","StoreType_b, Store, PromoInterval_none","Monthly demand forecast: 94,124 sales units. Main factors increasing the forecast: time progression, school holiday period, recent 3-period demand volatility. Main factors reducing the forecast: StoreType_b, Store, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
332,2015-06-01,Monthly,92923.02,97953.0,"time progression, school holiday period, promotion activity","StoreType_b, PromoInterval_none, long-term promotion participation","Monthly demand forecast: 92,923 sales units. Main factors increasing the forecast: time progression, school holiday period, promotion activity. Main factors reducing the forecast: StoreType_b, PromoInterval_none, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
332,2015-07-01,Monthly,97688.2,96613.0,"number of open days, promotion activity, time progression","long-term promotion participation, PromoInterval_none, CompetitionOpenKnown","Monthly demand forecast: 97,688 sales units. Main factors increasing the forecast: number of open days, promotion activity, time progression. Main factors reducing the forecast: long-term promotion participation, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
333,2015-05-01,Monthly,252314.77,246672.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","StoreType_b, StoreType_c, PromoInterval_none","Monthly demand forecast: 252,315 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: StoreType_b, StoreType_c, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
333,2015-06-01,Monthly,254035.91,263963.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown","Monthly demand forecast: 254,036 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
333,2015-07-01,Monthly,263270.62,277125.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","Promo2SinceYear, Store, PromoInterval_none","Monthly demand forecast: 263,271 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: Promo2SinceYear, Store, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
334,2015-05-01,Monthly,137191.83,130022.0,"time progression, Assortment_a, Promo2SinceYear","long-term promotion participation, StoreType_b, CompetitionOpenKnown","Monthly demand forecast: 137,192 sales units. Main factors increasing the forecast: time progression, Assortment_a, Promo2SinceYear. Main factors reducing the forecast: long-term promotion participation, StoreType_b, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
334,2015-06-01,Monthly,138764.16,136956.0,"time progression, Promo2SinceYear, Assortment_a","long-term promotion participation, CompetitionOpenKnown, StoreType_b","Monthly demand forecast: 138,764 sales units. Main factors increasing the forecast: time progression, Promo2SinceYear, Assortment_a. Main factors reducing the forecast: long-term promotion participation, CompetitionOpenKnown, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
334,2015-07-01,Monthly,140431.06,135635.0,"number of open days, promotion activity, Assortment_a","competition proximity, CompetitionOpenKnown, Promo2SinceWeek","Monthly demand forecast: 140,431 sales units. Main factors increasing the forecast: number of open days, promotion activity, Assortment_a. Main factors reducing the forecast: competition proximity, CompetitionOpenKnown, Promo2SinceWeek. Recommendation: maintain standard inventory levels; monitor demand changes."
335,2015-05-01,Monthly,438999.88,416159.0,"same period last year, recent 6-period weighted trend, recent 3-period weighted trend","CompetitionOpenKnown, Assortment_b, PromoInterval_Mar,Jun,Sept,Dec","Monthly demand forecast: 439,000 sales units. Main factors increasing the forecast: same period last year, recent 6-period weighted trend, recent 3-period weighted trend. Main factors reducing the forecast: CompetitionOpenKnown, Assortment_b, PromoInterval_Mar,Jun,Sept,Dec. Recommendation: plan higher stock and staffing for this period."
335,2015-06-01,Monthly,415986.22,451891.0,"same period last year, recent 6-period weighted trend, recent 3-period weighted trend","quarter of year, state holiday period, PromoInterval_Mar,Jun,Sept,Dec","Monthly demand forecast: 415,986 sales units. Main factors increasing the forecast: same period last year, recent 6-period weighted trend, recent 3-period weighted trend. Main factors reducing the forecast: quarter of year, state holiday period, PromoInterval_Mar,Jun,Sept,Dec. Recommendation: plan higher stock and staffing for this period."
335,2015-07-01,Monthly,414107.69,405851.0,"same period last year, recent 6-period weighted trend, recent 3-period weighted trend","Assortment_b, state holiday period, PromoInterval_Mar,Jun,Sept,Dec","Monthly demand forecast: 414,108 sales units. Main factors increasing the forecast: same period last year, recent 6-period weighted trend, recent 3-period weighted trend. Main factors reducing the forecast: Assortment_b, state holiday period, PromoInterval_Mar,Jun,Sept,Dec. Recommendation: plan higher stock and staffing for this period."
336,2015-05-01,Monthly,340224.34,322865.0,"same period last year, recent 6-period weighted trend, recent 3-period weighted trend","PromoInterval_Mar,Jun,Sept,Dec, Promo2SinceWeek, PromoInterval_none","Monthly demand forecast: 340,224 sales units. Main factors increasing the forecast: same period last year, recent 6-period weighted trend, recent 3-period weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Promo2SinceWeek, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
336,2015-06-01,Monthly,338154.62,349931.0,"same period last year, recent 6-period weighted trend, recent 3-period weighted trend","Promo2SinceYear, CompetitionOpenKnown, PromoInterval_none","Monthly demand forecast: 338,155 sales units. Main factors increasing the forecast: same period last year, recent 6-period weighted trend, recent 3-period weighted trend. Main factors reducing the forecast: Promo2SinceYear, CompetitionOpenKnown, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
336,2015-07-01,Monthly,353086.5,370573.0,"same period last year, recent 6-period weighted trend, recent 3-period weighted trend","state holiday period, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Monthly demand forecast: 353,086 sales units. Main factors increasing the forecast: same period last year, recent 6-period weighted trend, recent 3-period weighted trend. Main factors reducing the forecast: state holiday period, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
337,2015-05-01,Monthly,134875.11,128410.0,"time progression, Assortment_a, school holiday period","long-term promotion participation, StoreType_b, CompetitionOpenKnown","Monthly demand forecast: 134,875 sales units. Main factors increasing the forecast: time progression, Assortment_a, school holiday period. Main factors reducing the forecast: long-term promotion participation, StoreType_b, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
337,2015-06-01,Monthly,135472.77,135208.0,"time progression, Assortment_a, school holiday period","PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown, StoreType_b","Monthly demand forecast: 135,473 sales units. Main factors increasing the forecast: time progression, Assortment_a, school holiday period. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
337,2015-07-01,Monthly,139139.11,150678.0,"number of open days, promotion activity, Assortment_a","StoreType_c, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 139,139 sales units. Main factors increasing the forecast: number of open days, promotion activity, Assortment_a. Main factors reducing the forecast: StoreType_c, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
338,2015-05-01,Monthly,178121.23,160810.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, long-term promotion participation","Monthly demand forecast: 178,121 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
338,2015-06-01,Monthly,173594.67,180949.0,"recent 3-period weighted trend, recent 6-period weighted trend, time progression","StoreType_b, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 173,595 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, time progression. Main factors reducing the forecast: StoreType_b, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
338,2015-07-01,Monthly,184806.17,182172.0,"recent 3-period weighted trend, recent 6-period weighted trend, number of open days","weekend days, PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation","Monthly demand forecast: 184,806 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, number of open days. Main factors reducing the forecast: weekend days, PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation. Recommendation: plan higher stock and staffing for this period."
339,2015-05-01,Monthly,132135.17,129970.0,"time progression, Assortment_a, school holiday period","long-term promotion participation, StoreType_b, quarter of year","Monthly demand forecast: 132,135 sales units. Main factors increasing the forecast: time progression, Assortment_a, school holiday period. Main factors reducing the forecast: long-term promotion participation, StoreType_b, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
339,2015-06-01,Monthly,133053.86,136474.0,"time progression, school holiday period, Assortment_a","StoreType_c, long-term promotion participation, StoreType_b","Monthly demand forecast: 133,054 sales units. Main factors increasing the forecast: time progression, school holiday period, Assortment_a. Main factors reducing the forecast: StoreType_c, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
339,2015-07-01,Monthly,142008.03,147625.0,"number of open days, promotion activity, Assortment_a","Promo2SinceWeek, StoreType_c, long-term promotion participation","Monthly demand forecast: 142,008 sales units. Main factors increasing the forecast: number of open days, promotion activity, Assortment_a. Main factors reducing the forecast: Promo2SinceWeek, StoreType_c, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
340,2015-05-01,Monthly,166400.56,157546.0,"recent 3-period weighted trend, time progression, recent 6-period weighted trend","sales three periods ago, StoreType_b, PromoInterval_none","Monthly demand forecast: 166,401 sales units. Main factors increasing the forecast: recent 3-period weighted trend, time progression, recent 6-period weighted trend. Main factors reducing the forecast: sales three periods ago, StoreType_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
340,2015-06-01,Monthly,167413.14,180573.0,"recent 3-period weighted trend, time progression, recent 6-period weighted trend","PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, PromoInterval_none","Monthly demand forecast: 167,413 sales units. Main factors increasing the forecast: recent 3-period weighted trend, time progression, recent 6-period weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
340,2015-07-01,Monthly,176651.83,185576.0,"recent 3-period weighted trend, number of open days, recent 6-period weighted trend","state holiday period, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Monthly demand forecast: 176,652 sales units. Main factors increasing the forecast: recent 3-period weighted trend, number of open days, recent 6-period weighted trend. Main factors reducing the forecast: state holiday period, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
341,2015-05-01,Monthly,142255.23,139478.0,"time progression, recent 6-period demand volatility, school holiday period","CompetitionOpenKnown, PromoInterval_none, StoreType_b","Monthly demand forecast: 142,255 sales units. Main factors increasing the forecast: time progression, recent 6-period demand volatility, school holiday period. Main factors reducing the forecast: CompetitionOpenKnown, PromoInterval_none, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
341,2015-06-01,Monthly,145020.31,152139.0,"time progression, school holiday period, promotion activity","CompetitionOpenKnown, PromoInterval_none, StoreType_b","Monthly demand forecast: 145,020 sales units. Main factors increasing the forecast: time progression, school holiday period, promotion activity. Main factors reducing the forecast: CompetitionOpenKnown, PromoInterval_none, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
341,2015-07-01,Monthly,144057.2,148629.0,"number of open days, promotion activity, month-start timing","PromoInterval_none, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 144,057 sales units. Main factors increasing the forecast: number of open days, promotion activity, month-start timing. Main factors reducing the forecast: PromoInterval_none, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
342,2015-05-01,Monthly,268524.03,272672.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","long-term promotion participation, PromoInterval_Mar,Jun,Sept,Dec, StoreType_b","Monthly demand forecast: 268,524 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: long-term promotion participation, PromoInterval_Mar,Jun,Sept,Dec, StoreType_b. Recommendation: plan higher stock and staffing for this period."
342,2015-06-01,Monthly,293841.31,293622.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","StoreType_c, PromoInterval_Mar,Jun,Sept,Dec, StoreType_b","Monthly demand forecast: 293,841 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: StoreType_c, PromoInterval_Mar,Jun,Sept,Dec, StoreType_b. Recommendation: plan higher stock and staffing for this period."
342,2015-07-01,Monthly,276874.94,313653.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 276,875 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
343,2015-05-01,Monthly,191913.22,180096.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","StoreType_b, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 191,913 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: StoreType_b, long-term promotion participation, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
343,2015-06-01,Monthly,195195.17,213942.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","StoreType_b, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 195,195 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: StoreType_b, long-term promotion participation, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
343,2015-07-01,Monthly,200350.72,200604.0,"recent 6-period weighted trend, recent 3-period weighted trend, previous period sales","state holiday period, long-term promotion participation, quarter of year","Monthly demand forecast: 200,351 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, previous period sales. Main factors reducing the forecast: state holiday period, long-term promotion participation, quarter of year. Recommendation: plan higher stock and staffing for this period."
344,2015-05-01,Monthly,225593.39,223890.0,"recent 3-period weighted trend, same period last year, recent 6-period weighted trend","PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, long-term promotion participation","Monthly demand forecast: 225,593 sales units. Main factors increasing the forecast: recent 3-period weighted trend, same period last year, recent 6-period weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, StoreType_b, long-term promotion participation. Recommendation: plan higher stock and staffing for this period."
344,2015-06-01,Monthly,229710.64,258527.0,"same period last year, recent 3-period weighted trend, recent 6-period weighted trend","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 229,711 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, recent 6-period weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
344,2015-07-01,Monthly,240720.09,253900.0,"same period last year, recent 3-period weighted trend, previous period sales","competition proximity, PromoInterval_Mar,Jun,Sept,Dec, Store","Monthly demand forecast: 240,720 sales units. Main factors increasing the forecast: same period last year, recent 3-period weighted trend, previous period sales. Main factors reducing the forecast: competition proximity, PromoInterval_Mar,Jun,Sept,Dec, Store. Recommendation: plan higher stock and staffing for this period."
345,2015-05-01,Monthly,111682.82,100807.0,"school holiday period, CompetitionOpenSinceYear, Promo2SinceYear","Store, long-term promotion participation, StoreType_b","Monthly demand forecast: 111,683 sales units. Main factors increasing the forecast: school holiday period, CompetitionOpenSinceYear, Promo2SinceYear. Main factors reducing the forecast: Store, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
345,2015-06-01,Monthly,113386.38,110650.0,"time progression, school holiday period, CompetitionOpenSinceYear","PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b","Monthly demand forecast: 113,386 sales units. Main factors increasing the forecast: time progression, school holiday period, CompetitionOpenSinceYear. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, long-term promotion participation, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
345,2015-07-01,Monthly,115323.04,119116.0,"number of open days, promotion activity, school holiday period","StoreType_c, long-term promotion participation, quarter of year","Monthly demand forecast: 115,323 sales units. Main factors increasing the forecast: number of open days, promotion activity, school holiday period. Main factors reducing the forecast: StoreType_c, long-term promotion participation, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
346,2015-05-01,Monthly,181829.3,182582.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","StoreType_c, StoreType_b, PromoInterval_none","Monthly demand forecast: 181,829 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: StoreType_c, StoreType_b, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
346,2015-06-01,Monthly,186285.36,203318.0,"recent 6-period weighted trend, recent 3-period weighted trend, time progression","StoreType_c, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Monthly demand forecast: 186,285 sales units. Main factors increasing the forecast: recent 6-period weighted trend, recent 3-period weighted trend, time progression. Main factors reducing the forecast: StoreType_c, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
346,2015-07-01,Monthly,195069.03,201023.0,"recent 3-period weighted trend, recent 6-period weighted trend, previous period sales","Store, state holiday period, PromoInterval_none","Monthly demand forecast: 195,069 sales units. Main factors increasing the forecast: recent 3-period weighted trend, recent 6-period weighted trend, previous period sales. Main factors reducing the forecast: Store, state holiday period, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
347,2015-05-01,Monthly,129137.58,124693.0,"time progression, Assortment_a, competition proximity","long-term promotion participation, Promo2SinceWeek, CompetitionOpenKnown","Monthly demand forecast: 129,138 sales units. Main factors increasing the forecast: time progression, Assortment_a, competition proximity. Main factors reducing the forecast: long-term promotion participation, Promo2SinceWeek, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
347,2015-06-01,Monthly,130050.56,133915.0,"time progression, competition proximity, Assortment_a","StoreType_c, long-term promotion participation, CompetitionOpenKnown","Monthly demand forecast: 130,051 sales units. Main factors increasing the forecast: time progression, competition proximity, Assortment_a. Main factors reducing the forecast: StoreType_c, long-term promotion participation, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
