Store,Period,Forecast Type,Predicted Sales,Important Positive Factors,Important Negative Factors,Forecast Summary
962,2015-05-11,Weekly,31394.06,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 31,394. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
962,2015-05-18,Weekly,46378.84,"promotion activity, sales fifty-two weeks ago, recent 4-week sales variability","week of year, recent 8-week weighted sales trend, previous period sales","Weekly predicted sales: 46,379. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 4-week sales variability. Main factors decreasing the model prediction: week of year, recent 8-week weighted sales trend, previous period sales."
962,2015-05-25,Weekly,29520.3,"recent 12-week average sales, recent 4-week average sales, week of year","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 29,520. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, week of year. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
962,2015-06-01,Weekly,47195.36,"promotion activity, sales fifty-two weeks ago, week of year","number of open days, recent 8-week weighted sales trend, recent 4-week weighted sales trend","Weekly predicted sales: 47,195. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, week of year. Main factors decreasing the model prediction: number of open days, recent 8-week weighted sales trend, recent 4-week weighted sales trend."
962,2015-06-08,Weekly,31725.73,"week of year, number of open days, recent 12-week average sales","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 31,726. Main factors increasing the model prediction: week of year, number of open days, recent 12-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
962,2015-06-15,Weekly,47835.43,"promotion activity, recent 4-week average sales, recent 12-week average sales","sales fifty-two weeks ago, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 47,835. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 8-week weighted sales trend, calendar year."
962,2015-06-22,Weekly,32548.71,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 32,549. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 8-week weighted sales trend."
962,2015-06-29,Weekly,50115.48,"promotion activity, sales fifty-two weeks ago, month-start timing","school holiday period, recent 8-week weighted sales trend, previous period sales","Weekly predicted sales: 50,115. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, month-start timing. Main factors decreasing the model prediction: school holiday period, recent 8-week weighted sales trend, previous period sales."
962,2015-07-06,Weekly,32650.25,"recent 12-week average sales, number of open days, week of year","promotion activity, sales fifty-two weeks ago, school holiday period","Weekly predicted sales: 32,650. Main factors increasing the model prediction: recent 12-week average sales, number of open days, week of year. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, school holiday period."
962,2015-07-13,Weekly,45234.7,"promotion activity, recent 4-week average sales, recent 12-week average sales","school holiday period, recent 8-week weighted sales trend, sales fifty-two weeks ago","Weekly predicted sales: 45,235. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: school holiday period, recent 8-week weighted sales trend, sales fifty-two weeks ago."
962,2015-07-20,Weekly,30749.75,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, school holiday period","Weekly predicted sales: 30,750. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, school holiday period."
962,2015-07-27,Weekly,43759.43,"promotion activity, month-end timing, time progression","weekend days, school holiday period, recent 8-week weighted sales trend","Weekly predicted sales: 43,759. Main factors increasing the model prediction: promotion activity, month-end timing, time progression. Main factors decreasing the model prediction: weekend days, school holiday period, recent 8-week weighted sales trend."
963,2015-05-04,Weekly,77333.16,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","sales two periods ago, calendar year, time since previous promotion","Weekly predicted sales: 77,333. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: sales two periods ago, calendar year, time since previous promotion."
963,2015-05-11,Weekly,47817.81,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend","promotion activity, number of open days, week of year","Weekly predicted sales: 47,818. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, week of year."
963,2015-05-18,Weekly,72288.7,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","week of year, calendar year, month-start timing","Weekly predicted sales: 72,289. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: week of year, calendar year, month-start timing."
963,2015-05-25,Weekly,47823.45,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend","promotion activity, number of open days, recent 12-week sales variability","Weekly predicted sales: 47,823. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, recent 12-week sales variability."
963,2015-06-01,Weekly,81938.1,"sales fifty-two weeks ago, recent 12-week average sales, promotion activity","calendar year, CompetitionOpenSinceYear, sales eight weeks ago","Weekly predicted sales: 81,938. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, promotion activity. Main factors decreasing the model prediction: calendar year, CompetitionOpenSinceYear, sales eight weeks ago."
963,2015-06-08,Weekly,49648.57,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, recent 12-week sales variability, sales fifty-two weeks ago","Weekly predicted sales: 49,649. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, recent 12-week sales variability, sales fifty-two weeks ago."
963,2015-06-15,Weekly,77485.59,"sales fifty-two weeks ago, promotion activity, recent 12-week average sales","calendar year, month-start timing, CompetitionOpenSinceYear","Weekly predicted sales: 77,486. Main factors increasing the model prediction: sales fifty-two weeks ago, promotion activity, recent 12-week average sales. Main factors decreasing the model prediction: calendar year, month-start timing, CompetitionOpenSinceYear."
963,2015-06-22,Weekly,50435.35,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, recent 12-week sales variability, time since previous promotion","Weekly predicted sales: 50,435. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, recent 12-week sales variability, time since previous promotion."
963,2015-06-29,Weekly,79099.38,"sales fifty-two weeks ago, promotion activity, recent 12-week average sales","calendar year, CompetitionOpenSinceYear, recent 12-week sales variability","Weekly predicted sales: 79,099. Main factors increasing the model prediction: sales fifty-two weeks ago, promotion activity, recent 12-week average sales. Main factors decreasing the model prediction: calendar year, CompetitionOpenSinceYear, recent 12-week sales variability."
963,2015-07-06,Weekly,52088.38,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend","promotion activity, recent 12-week sales variability, calendar year","Weekly predicted sales: 52,088. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, recent 12-week sales variability, calendar year."
963,2015-07-13,Weekly,76075.99,"sales fifty-two weeks ago, recent 12-week average sales, promotion activity","school holiday period, week of year, calendar year","Weekly predicted sales: 76,076. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, promotion activity. Main factors decreasing the model prediction: school holiday period, week of year, calendar year."
963,2015-07-20,Weekly,49654.91,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend","promotion activity, school holiday period, recent 12-week sales variability","Weekly predicted sales: 49,655. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, school holiday period, recent 12-week sales variability."
963,2015-07-27,Weekly,67672.78,"sales fifty-two weeks ago, recent 12-week average sales, promotion activity","weekend days, school holiday period, number of open days","Weekly predicted sales: 67,673. Main factors increasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, promotion activity. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
964,2015-05-04,Weekly,67647.91,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","sales two periods ago, calendar year, time since previous promotion","Weekly predicted sales: 67,648. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: sales two periods ago, calendar year, time since previous promotion."
964,2015-05-11,Weekly,43081.53,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend","promotion activity, number of open days, week of year","Weekly predicted sales: 43,082. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, week of year."
964,2015-05-18,Weekly,63885.38,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","week of year, calendar year, month-start timing","Weekly predicted sales: 63,885. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: week of year, calendar year, month-start timing."
964,2015-05-25,Weekly,41362.97,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend","promotion activity, number of open days, school holiday period","Weekly predicted sales: 41,363. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, school holiday period."
964,2015-06-01,Weekly,62451.54,"sales fifty-two weeks ago, promotion activity, recent 12-week average sales","number of open days, school holiday period, state holiday period","Weekly predicted sales: 62,452. Main factors increasing the model prediction: sales fifty-two weeks ago, promotion activity, recent 12-week average sales. Main factors decreasing the model prediction: number of open days, school holiday period, state holiday period."
964,2015-06-08,Weekly,42910.94,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 42,911. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
964,2015-06-15,Weekly,62744.57,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","calendar year, month-start timing, month-end timing","Weekly predicted sales: 62,745. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: calendar year, month-start timing, month-end timing."
964,2015-06-22,Weekly,44638.29,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, time since previous promotion, calendar year","Weekly predicted sales: 44,638. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, time since previous promotion, calendar year."
964,2015-06-29,Weekly,65531.23,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","calendar year, recent 4-week sales variability, recent 4-week weighted sales trend","Weekly predicted sales: 65,531. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: calendar year, recent 4-week sales variability, recent 4-week weighted sales trend."
964,2015-07-06,Weekly,45155.48,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, time since previous promotion, calendar year","Weekly predicted sales: 45,155. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, time since previous promotion, calendar year."
964,2015-07-13,Weekly,60158.95,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","week of year, calendar year, month-start timing","Weekly predicted sales: 60,159. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: week of year, calendar year, month-start timing."
964,2015-07-20,Weekly,44749.4,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, time since previous promotion, calendar year","Weekly predicted sales: 44,749. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, time since previous promotion, calendar year."
964,2015-07-27,Weekly,63125.9,"sales fifty-two weeks ago, promotion activity, recent 12-week average sales","weekend days, number of open days, calendar year","Weekly predicted sales: 63,126. Main factors increasing the model prediction: sales fifty-two weeks ago, promotion activity, recent 12-week average sales. Main factors decreasing the model prediction: weekend days, number of open days, calendar year."
965,2015-05-04,Weekly,57219.79,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","sales two periods ago, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 57,220. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: sales two periods ago, recent 8-week weighted sales trend, calendar year."
965,2015-05-11,Weekly,35717.24,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 35,717. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
965,2015-05-18,Weekly,51782.06,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","week of year, recent 8-week weighted sales trend, previous period sales","Weekly predicted sales: 51,782. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: week of year, recent 8-week weighted sales trend, previous period sales."
965,2015-05-25,Weekly,34126.36,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 34,126. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
965,2015-06-01,Weekly,53953.25,"sales fifty-two weeks ago, promotion activity, recent 12-week average sales","number of open days, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 53,953. Main factors increasing the model prediction: sales fifty-two weeks ago, promotion activity, recent 12-week average sales. Main factors decreasing the model prediction: number of open days, recent 8-week weighted sales trend, calendar year."
965,2015-06-08,Weekly,37744.77,"recent 12-week average sales, number of open days, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 37,745. Main factors increasing the model prediction: recent 12-week average sales, number of open days, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
965,2015-06-15,Weekly,54421.86,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend","Weekly predicted sales: 54,422. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend."
965,2015-06-22,Weekly,37918.22,"recent 12-week average sales, recent 4-week average sales, number of open days","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 37,918. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, number of open days. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
965,2015-06-29,Weekly,58502.34,"promotion activity, sales fifty-two weeks ago, month-start timing","recent 8-week weighted sales trend, calendar year, previous period sales","Weekly predicted sales: 58,502. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, month-start timing. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, previous period sales."
965,2015-07-06,Weekly,37550.05,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 37,550. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
965,2015-07-13,Weekly,55511.82,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","recent 8-week weighted sales trend, week of year, calendar year","Weekly predicted sales: 55,512. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, week of year, calendar year."
965,2015-07-20,Weekly,38017.04,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, calendar year","Weekly predicted sales: 38,017. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, calendar year."
965,2015-07-27,Weekly,53042.1,"promotion activity, sales fifty-two weeks ago, recent 4-week average sales","weekend days, school holiday period, number of open days","Weekly predicted sales: 53,042. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 4-week average sales. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
966,2015-05-04,Weekly,32607.62,"promotion activity, week of year, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 32,608. Main factors increasing the model prediction: promotion activity, week of year, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
966,2015-05-11,Weekly,22960.08,"recent 4-week sales variability, recent 12-week sales variability, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 22,960. Main factors increasing the model prediction: recent 4-week sales variability, recent 12-week sales variability, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
966,2015-05-18,Weekly,31282.47,"promotion activity, number of open days, school holiday period","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 31,282. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
966,2015-05-25,Weekly,22512.38,"week of year, recent 4-week sales variability, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 22,512. Main factors increasing the model prediction: week of year, recent 4-week sales variability, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
966,2015-06-01,Weekly,30333.63,"promotion activity, week of year, month-start timing","recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 30,334. Main factors increasing the model prediction: promotion activity, week of year, month-start timing. Main factors decreasing the model prediction: recent 12-week average sales, recent 4-week average sales, sales fifty-two weeks ago."
966,2015-06-08,Weekly,23373.57,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,374. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
966,2015-06-15,Weekly,31962.58,"promotion activity, number of open days, school holiday period","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 31,963. Main factors increasing the model prediction: promotion activity, number of open days, school holiday period. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
966,2015-06-22,Weekly,25404.32,"number of open days, week of year, school holiday period","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 25,404. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
966,2015-06-29,Weekly,32935.45,"promotion activity, month-start timing, number of open days","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 32,935. Main factors increasing the model prediction: promotion activity, month-start timing, number of open days. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
966,2015-07-06,Weekly,23977.87,"number of open days, week of year, recent 4-week sales variability","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,978. Main factors increasing the model prediction: number of open days, week of year, recent 4-week sales variability. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
966,2015-07-13,Weekly,30946.5,"promotion activity, number of open days, time since previous promotion","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 30,946. Main factors increasing the model prediction: promotion activity, number of open days, time since previous promotion. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
966,2015-07-20,Weekly,23314.79,"number of open days, recent 4-week sales variability, recent 12-week sales variability","promotion activity, recent 12-week average sales, sales fifty-two weeks ago","Weekly predicted sales: 23,315. Main factors increasing the model prediction: number of open days, recent 4-week sales variability, recent 12-week sales variability. Main factors decreasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago."
966,2015-07-27,Weekly,29544.44,"promotion activity, month-end timing, time progression","recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales","Weekly predicted sales: 29,544. Main factors increasing the model prediction: promotion activity, month-end timing, time progression. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 4-week average sales."
967,2015-05-04,Weekly,54631.29,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","sales two periods ago, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 54,631. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: sales two periods ago, recent 8-week weighted sales trend, calendar year."
967,2015-05-11,Weekly,36877.74,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 36,878. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
967,2015-05-18,Weekly,52241.68,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","week of year, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 52,242. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: week of year, recent 8-week weighted sales trend, calendar year."
967,2015-05-25,Weekly,36100.86,"recent 12-week average sales, recent 4-week average sales, week of year","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 36,101. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, week of year. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
967,2015-06-01,Weekly,52877.57,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","number of open days, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 52,878. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: number of open days, recent 8-week weighted sales trend, calendar year."
967,2015-06-08,Weekly,38820.18,"recent 12-week average sales, recent 4-week average sales, number of open days","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 38,820. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, number of open days. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
967,2015-06-15,Weekly,53125.29,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","recent 8-week weighted sales trend, calendar year, recent 4-week sales variability","Weekly predicted sales: 53,125. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, recent 4-week sales variability."
967,2015-06-22,Weekly,40069.04,"recent 12-week average sales, recent 4-week average sales, number of open days","promotion activity, sales fifty-two weeks ago, calendar year","Weekly predicted sales: 40,069. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, number of open days. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, calendar year."
967,2015-06-29,Weekly,56054.36,"promotion activity, sales fifty-two weeks ago, recent 4-week average sales","school holiday period, recent 8-week weighted sales trend, calendar year","Weekly predicted sales: 56,054. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 4-week average sales. Main factors decreasing the model prediction: school holiday period, recent 8-week weighted sales trend, calendar year."
967,2015-07-06,Weekly,40355.82,"recent 12-week average sales, recent 4-week average sales, recent 8-week weighted sales trend","promotion activity, school holiday period, sales fifty-two weeks ago","Weekly predicted sales: 40,356. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, school holiday period, sales fifty-two weeks ago."
967,2015-07-13,Weekly,53417.05,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","school holiday period, week of year, recent 8-week weighted sales trend","Weekly predicted sales: 53,417. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: school holiday period, week of year, recent 8-week weighted sales trend."
967,2015-07-20,Weekly,39046.33,"recent 12-week average sales, recent 4-week average sales, number of open days","promotion activity, sales fifty-two weeks ago, school holiday period","Weekly predicted sales: 39,046. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, number of open days. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, school holiday period."
967,2015-07-27,Weekly,52617.99,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","weekend days, school holiday period, number of open days","Weekly predicted sales: 52,618. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
968,2015-05-04,Weekly,48171.09,"promotion activity, week of year, recent 12-week average sales","recent 8-week weighted sales trend, sales two periods ago, time since previous promotion","Weekly predicted sales: 48,171. Main factors increasing the model prediction: promotion activity, week of year, recent 12-week average sales. Main factors decreasing the model prediction: recent 8-week weighted sales trend, sales two periods ago, time since previous promotion."
968,2015-05-11,Weekly,34939.23,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 34,939. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
968,2015-05-18,Weekly,46595.35,"promotion activity, recent 4-week average sales, recent 12-week average sales","week of year, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 46,595. Main factors increasing the model prediction: promotion activity, recent 4-week average sales, recent 12-week average sales. Main factors decreasing the model prediction: week of year, sales fifty-two weeks ago, recent 8-week weighted sales trend."
968,2015-05-25,Weekly,33836.31,"recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend","promotion activity, number of open days, sales fifty-two weeks ago","Weekly predicted sales: 33,836. Main factors increasing the model prediction: recent 12-week average sales, recent 4-week average sales, recent 4-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, number of open days, sales fifty-two weeks ago."
968,2015-06-01,Weekly,53396.68,"promotion activity, sales fifty-two weeks ago, month-start timing","recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend","Weekly predicted sales: 53,397. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, month-start timing. Main factors decreasing the model prediction: recent 8-week weighted sales trend, calendar year, recent 4-week weighted sales trend."
